0,-3.12
1,-3.03
2,-3.01
3,-3.06
4,-2.98
5,-3.04
6,-3.04
7,-3.01
8,-3.06
9,-3.03
10,-2.98
11,-3.08
12,-2.97
13,-3.07
14,-3.09
15,-3.19
16,-3.12
17,-3.13
18,-3.14
19,-2.99
20,-3.0
21,-2.97
22,-3.07
23,-3.07
24,-2.99
25,-2.96
26,-3.03
27,-3.1
28,-3.07
29,-3.05
30,-3.01
31,-3.08
32,-2.97
33,-3.01
34,-3.05
35,-3.04
36,-3.0
37,-2.99
38,-3.03
39,-3.07
40,-3.14
41,-3.11
42,-3.01
43,-3.09
44,-3.08
45,-3.04
46,-3.1
47,-3.06
48,-3.13
49,-3.06
50,-3.15
51,-3.09
52,-3.15
53,-3.18
54,-3.14
55,-3.17
56,-3.13
57,-3.17
58,-3.31
59,-3.25
60,-3.22
61,-3.22
62,-3.2
63,-3.11
64,-3.17
65,-3.21
66,-3.12
67,-3.07
68,-3.14
69,-3.09
70,-3.12
71,-3.1
72,-3.08
73,-3.06
74,-3.12
75,-3.04
76,-3.1
77,-3.09
78,-3.13
79,-3.0
80,-3.02
81,-3.07
82,-3.11
83,-3.16
84,-3.13
85,-3.18
86,-3.19
87,-3.12
88,-3.01
89,-3.16
90,-3.09
91,-3.17
92,-3.21
93,-3.14
94,-3.27
95,-3.31
96,-3.25
97,-3.22
98,-3.19
99,-3.2
100,-3.26
101,-3.26
102,-3.27
103,-3.29
104,-3.27
105,-3.26
106,-3.24
107,-3.18
108,-3.21
109,-3.19
110,-3.28
111,-3.34
112,-3.43
113,-3.42
114,-3.28
115,-3.3
116,-3.25
117,-3.19
118,-3.25
119,-3.19
120,-3.31
121,-3.26
122,-3.28
123,-3.28
124,-3.25
125,-3.31
126,-3.31
127,-3.39
128,-3.32
129,-3.31
130,-3.35
131,-3.39
132,-3.33
133,-3.38
134,-3.45
135,-3.4
136,-3.4
137,-3.39
138,-3.43
139,-3.35
140,-3.39
141,-3.37
142,-3.29
143,-3.27
144,-3.31
145,-3.26
146,-3.2
147,-3.27
148,-3.26
149,-3.26
150,-3.19
151,-3.21
152,-3.29
153,-3.28
154,-3.17
155,-3.23
156,-3.28
157,-3.35
158,-3.37
159,-3.39
160,-3.32
161,-3.31
162,-3.32
163,-3.33
164,-3.38
165,-3.36
166,-3.48
167,-3.42
168,-3.46
169,-3.46
170,-3.5
171,-3.44
172,-3.44
173,-3.44
174,-3.43
175,-3.44
176,-3.46
177,-3.47
178,-3.49
179,-3.57
180,-3.51
181,-3.41
182,-3.46
183,-3.48
184,-3.44
185,-3.39
186,-3.4
187,-3.48
188,-3.51
189,-3.51
190,-3.51
191,-3.42
192,-3.44
193,-3.45
194,-3.4
195,-3.46
196,-3.43
197,-3.38
198,-3.36
199,-3.38
200,-3.32
201,-3.34
202,-3.36
203,-3.36
204,-3.35
205,-3.36
206,-3.4
207,-3.38
208,-3.37
209,-3.31
210,-3.27
211,-3.31
212,-3.35
213,-3.37
214,-3.32
215,-3.2
216,-3.31
217,-3.33
218,-3.3
219,-3.26
220,-3.31
221,-3.31
222,-3.32
223,-3.31
224,-3.27
225,-3.26
226,-3.21
227,-3.34
228,-3.39
229,-3.36
230,-3.24
231,-3.23
232,-3.36
233,-3.28
234,-3.32
235,-3.34
236,-3.3
237,-3.33
238,-3.44
239,-3.49
240,-3.39
241,-3.48
242,-3.44
243,-3.53
244,-3.46
245,-3.37
246,-3.46
247,-3.51
248,-3.55
249,-3.48
250,-3.5
251,-3.59
252,-3.58
253,-3.5
254,-3.57
255,-3.59
256,-3.67
257,-3.65
258,-3.7
259,-3.7
260,-3.72
261,-3.68
262,-3.72
263,-3.74
264,-3.77
265,-3.71
266,-3.57
267,-3.52
268,-3.43
269,-3.4
270,-3.37
271,-3.41
272,-3.39
273,-3.37
274,-3.27
275,-3.43
276,-3.31
277,-3.3
278,-3.39
279,-3.41
280,-3.45
281,-3.52
282,-3.56
283,-3.47
284,-3.53
285,-3.58
286,-3.57
287,-3.51
288,-3.58
289,-3.52
290,-3.41
291,-3.48
292,-3.47
293,-3.48
294,-3.4
295,-3.48
296,-3.47
297,-3.41
298,-3.38
299,-3.38
300,-3.38
301,-3.32
302,-3.38
303,-3.39
304,-3.26
305,-3.29
306,-3.34
307,-3.34
308,-3.35
309,-3.31
310,-3.25
311,-3.3
312,-3.25
313,-3.32
314,-3.33
315,-3.32
316,-3.31
317,-3.31
318,-3.33
319,-3.3
320,-3.34
321,-3.35
322,-3.35
323,-3.43
324,-3.29
325,-3.27
326,-3.25
327,-3.39
328,-3.33
329,-3.33
330,-3.29
331,-3.36
332,-3.27
333,-3.26
334,-3.31
335,-3.31
336,-3.26
337,-3.26
338,-3.32
339,-3.32
340,-3.28
341,-3.36
342,-3.39
343,-3.42
344,-3.32
345,-3.38
346,-3.36
347,-3.36
348,-3.37
349,-3.32
350,-3.38
351,-3.41
352,-3.4
353,-3.35
354,-3.28
355,-3.26
356,-3.2
357,-3.32
358,-3.28
359,-3.26
360,-3.21
361,-3.22
362,-3.19
363,-3.23
364,-3.21
365,-3.22
366,-3.19
367,-3.27
368,-3.21
369,-3.23
370,-3.2
371,-3.28
372,-3.24
373,-3.28
374,-3.27
375,-3.2
376,-3.25
377,-3.2
378,-3.19
379,-3.18
380,-3.23
381,-3.19
382,-3.12
383,-3.16
